Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Enhanced intrusion detection in cybersecurity through dimensionality reduction and explainable artificial intelligence,Scientific Reports,,,,10.1038/s41598-025-06761-9,Hayam AlamroSultan AlahmariNadhem NemriMohammed AljebreenAsma A. AlhashmiSulaiman AlamroAli AlqazzazMesfer Al Duhayyim,2025,https://link.springer.com/article/10.1038/s41598-025-06761-9,Article
Edgeguardmed: Transformer-Based Intrusion Detection with Packet-Flow Fusion for Resilient IoMT,Biomedical Materials & Devices,,,,10.1007/s44174-025-00573-1,E. BhuvaneswariG. UthradeviA. Mary Joy KinolP. Shanthi,2025,https://link.springer.com/article/10.1007/s44174-025-00573-1,Article
FedMedSecure: federated few-shot learning with cross-attention mechanisms and explainable AI for collaborative healthcare cybersecurity,Scientific Reports,,,,10.1038/s41598-025-25107-z,Mohammed TawfikAshraf A. Abu-EinHatem M. NoamanAmr H. AbdelhaliemIslam S. Fathi,2025,https://link.springer.com/article/10.1038/s41598-025-25107-z,Article
A review of artificial intelligence-based intrusion detection in industrial internet of things,Discover Internet of Things,,,,10.1007/s43926-026-00285-y,Yousef SanjalaweSalam FraihatSalam Al-E’mariSharif Naser Makhadmeh,2026,https://link.springer.com/article/10.1007/s43926-026-00285-y,Article
Hybrid machine learning for AI-driven cyber threat intelligence and proactive intrusion detection,The European Physical Journal Plus,,,,10.1140/epjp/s13360-025-07155-6,Venkateshwarlu VeldeBolukonda PrashanthBandi KrishnaP. NagarajuRajkumar Pogaku,2025,https://link.springer.com/article/10.1140/epjp/s13360-025-07155-6,Article
An Ensemble Machine Learning Based Cyber Attack Detection Framework for&#xa0;IoMT Networks,Soft Computing and Its Engineering Applications,,,,10.1007/978-3-032-22062-2_32,Moni KumariAnugrah Jain,2026,https://link.springer.com/chapter/10.1007/978-3-032-22062-2_32,Conference paper
Robust IoT security using isolation forest and one class SVM algorithms,Scientific Reports,,,,10.1038/s41598-025-20445-4,Amna ZahoorWaseem AbbasiMuhammad Zeeshan BabarAbeer Aljohani,2025,https://link.springer.com/article/10.1038/s41598-025-20445-4,Article
Spatial–temporal graph neural network with autoencoder pretraining for intrusion detection in healthcare IoT ecosystems,Scientific Reports,,,,10.1038/s41598-026-45041-y,Md Iftekhar Monzur TanvirNusrat Yasmin NadiaHabibor Rahman RabbyMd Habibul ArifKamruddin NurDebasish Ghose,2026,https://link.springer.com/article/10.1038/s41598-026-45041-y,Article
GA-optimized deep learning intrusion detection framework with LIME explainability for IoT networks,Evolutionary Intelligence,,,,10.1007/s12065-025-01133-8,Elijah M. MasenoYanxia SunZenghui Wang,2026,https://link.springer.com/article/10.1007/s12065-025-01133-8,Article
Blockchain-Enabled Federated Explainable AI for Robust Cyber Threat Detection in Smart Healthcare Systems,"Proceedings of the 5th International Conference on Frontiers of Electronics, Information and Computation Technologies (ICFEICT 2025)",,,,10.1007/978-981-95-8660-8_41,Rana Muhammad Amir LatifZakawat LiaqatNasir JamalFarhan UllahLeonardo MostardaTahir Mehmood,2026,https://link.springer.com/chapter/10.1007/978-981-95-8660-8_41,Conference paper
A hybrid CNN-transformer with explainable AI for robust IoT and IIoT intrusion detection,International Journal of Machine Learning and Cybernetics,,,,10.1007/s13042-026-03055-y,Radhwan A. A. SalehAyed AlwadainMashaal A. M. Saif,2026,https://link.springer.com/article/10.1007/s13042-026-03055-y,Article
BayesIDS: a Bayesian-optimized learning-based intrusion detection system,The European Physical Journal Plus,,,,10.1140/epjp/s13360-025-07001-9,A. Durga BhavaniH. S. AnupamaS. Vishwa KiranK. R. Pradeep,2025,https://link.springer.com/article/10.1140/epjp/s13360-025-07001-9,Article
Interpretable intrusion detection for IoT environments using a self-attention-based explainable AI framework,Scientific Reports,,,,10.1038/s41598-025-23750-0,Kanta Prasad SharmaTapsi NagpalTarak VoraAnupam YadavMuhammad Irsyad AbdullahB. JayaprakashAditya KashyapG. SrideviA. BhowmikBethelehem Burju Bukate,2025,https://link.springer.com/article/10.1038/s41598-025-23750-0,Article
Enhanced anomaly network intrusion detection using an improved snow ablation optimizer with dimensionality reduction and hybrid deep learning model,Scientific Reports,,,,10.1038/s41598-025-97398-1,Fatimah AlhayanAsma AlshuhailAhmed Omer Ahmed IsmailOthman AlrusainiSultan AlahmariAbdulsamad Ebrahim YahyaSami Saad AlbouqMutasim Al Sadig,2025,https://link.springer.com/article/10.1038/s41598-025-97398-1,Article
ZTXPlainaAI an explainable deep learning framework for encrypted traffic anomaly detection in Zero Trust Networks,Discover Computing,,,,10.1007/s10791-026-10097-x,Pasam Naga KavithaG. Naga Rama DeviSridevi ChittiGudlanarva SudhakarA. LakshmanaraoG. Mahalakshmi,2026,https://link.springer.com/article/10.1007/s10791-026-10097-x,Article
A minimalistic yet effective domain adaptation strategy for IoMT network intrusion detection,Discover Internet of Things,,,,10.1007/s43926-026-00288-9,Mahir MahbubMd. Tanjib RiasatTasnima HamidSujon Chandra SutradharMohammed Shafiul Alam Khan,2026,https://link.springer.com/article/10.1007/s43926-026-00288-9,Article
A hybrid MaOEA-ML framework for network intrusion detection system in the Internet of Health Things (IoHT),Cluster Computing,,,,10.1007/s10586-025-05890-0,Shashank SawanB Ramachandra Reddy,2026,https://link.springer.com/article/10.1007/s10586-025-05890-0,Article
Optimizing intrusion detection using a hybrid CNN LSTM deep learning framework on the NSL KDD dataset,Discover Computing,,,,10.1007/s10791-026-10056-6,Vipin JainKirti SinghSuneet JoshiLokesh MalviyaRuchi PatelVaishali GuptaPreeti Narooka,2026,https://link.springer.com/article/10.1007/s10791-026-10056-6,Article
A Gamma-enhanced Naïve Bayes model for robust intrusion detection in IoMT networks,Discover Internet of Things,,,,10.1007/s43926-025-00281-8,Rayane ElRabaaSoha RawasAli El-Zaart,2026,https://link.springer.com/article/10.1007/s43926-025-00281-8,Article
Designing a neuro-symbolic dual-model architecture for explainable and resilient intrusion detection in IoT networks,Scientific Reports,,,,10.1038/s41598-025-27076-9,Ahmad AlmadhorShtwai AlsubaiAbdullah Al HejailiZeineb KlaiBelgacem BouallegueUrban Kovac,2025,https://link.springer.com/article/10.1038/s41598-025-27076-9,Article
"A comprehensive survey on intrusion detection systems with advances in machine learning, deep learning and emerging cybersecurity challenges",Discover Artificial Intelligence,,,,10.1007/s44163-025-00578-1,Ali HozouriAbbas MirzaeiMehdi Effatparvar,2025,https://link.springer.com/article/10.1007/s44163-025-00578-1,Article
Explainable AI-Driven Feature Selection for Improved Intrusion Detection Systems in the Internet of Medical Things,Artificial Intelligence Applications and Innovations,,,,10.1007/978-3-031-96231-8_26,Mohammed YacoubiOmar MoussaouiCyril Drocourt,2026,https://link.springer.com/chapter/10.1007/978-3-031-96231-8_26,Conference paper
Enhancing Cybersecurity Through Explainable AI: A Hybrid CNN-Reinforcement Learning Framework for Intelligent Threat Detection,National Academy Science Letters,,,,10.1007/s40009-026-02061-6,Srijan TripathiNidhika Chauhan,2026,https://link.springer.com/article/10.1007/s40009-026-02061-6,Article
Enhancing security in IoT-fog environments with a hybrid deep learning intrusion detection system,Cluster Computing,,,,10.1007/s10586-025-05714-1,Suhua ChenXu Fang,2025,https://link.springer.com/article/10.1007/s10586-025-05714-1,Article
Improving cyber-attack detection in Internet of Medical Things using ensemble deep learning methods,Cluster Computing,,,,10.1007/s10586-025-05660-y,Wang WuHarrou FouziSenouci Sidi-MohammedSun Ying,2025,https://link.springer.com/article/10.1007/s10586-025-05660-y,Article
End-to-end deep learning for smart maritime threat detection: an AE–CNN–LSTM-based approach,Scientific Reports,,,,10.1038/s41598-025-19450-4,R. AnujaJ. Annrose,2025,https://link.springer.com/article/10.1038/s41598-025-19450-4,Article
Explainable and perturbation-resilient model for cyber-threat detection in industrial control systems Networks,Discover Internet of Things,,,,10.1007/s43926-025-00100-0,Urslla Uchechi IzuazuCosmas Ifeanyi NwakanmaDong-Seong KimJae Min Lee,2025,https://link.springer.com/article/10.1007/s43926-025-00100-0,Article
Explainable artificial intelligence-based cyber resilience in internet of things networks using hybrid deep learning with improved chimp optimization algorithm,Scientific Reports,,,,10.1038/s41598-025-15146-x,Sarah A. AlzakariMohammed AljebreenNazir AhmadSultan AlahmariOthman AlrusainiAli AlqazzazHassan AlkhiriYahia Said,2025,https://link.springer.com/article/10.1038/s41598-025-15146-x,Article
A systematic review of anomaly detection in IoT security: towards quantum machine learning approach,EPJ Quantum Technology,,,,10.1140/epjqt/s40507-025-00414-6,Andres J. Aparcana-TasaycoXianjun DengJong Hyuk Park,2025,https://link.springer.com/article/10.1140/epjqt/s40507-025-00414-6,Article
FBCA-IoMT: A Federated Binary Contrastive Autoencoder Framework for&#xa0;Anomaly Detection,ICT Analysis and Applications,,,,10.1007/978-3-032-06688-6_26,Archita BhattacharyyaAyan BhaumikMrinal Kanti Deb Barma,2026,https://link.springer.com/chapter/10.1007/978-3-032-06688-6_26,Conference paper
Rabbit and Tortoise Optimization Algorithm with Mutual Information Based Adaptive Strategy for Network Intrusion Detection,Programming and Computer Software,,,,10.1134/S0361768825700239,T. BhuvaneswariK. Ruba SoundarR. Chandra Guru Sekar,2025,https://link.springer.com/article/10.1134/S0361768825700239,Article
Smart defense based on explainable stacked machine learning architecture for securing internet of health things with K-means clustering,Scientific Reports,,,,10.1038/s41598-025-21032-3,Tanzila SabaAmjad RehmanMuhammad MujahidAmal Al-RasheedShaha Al-OtaibiAbdallah Yousif,2025,https://link.springer.com/article/10.1038/s41598-025-21032-3,Article
"AI Enabled Intrusion Detection Systems for&#xa0;IoT Healthcare: Current Trends, Challenges, and&#xa0;Future Opportunities",AI in Smart and Secure Healthcare,,,,10.1007/978-3-032-15092-9_11,Swawon MondalPriya DasSohail SaifRamesh SahaShakir Khan,2026,https://link.springer.com/chapter/10.1007/978-3-032-15092-9_11,Chapter
Explainable Artificial Intelligence (XAI) in IoT and WSN Security: A Systematic Review,Archives of Computational Methods in Engineering,,,,10.1007/s11831-026-10623-6,Khushboo JainSunil KumarVarun SapraArun Agarwal,2026,https://link.springer.com/article/10.1007/s11831-026-10623-6,Article
CyberDetect MLP a big data enabled optimized deep learning framework for scalable cyberattack detection in IoT environments,Scientific Reports,,,,10.1038/s41598-025-24459-w,Talluri UpenderM. NeelakantappaC. Prakasa RaoJaideep GeraVuyyuru Lakshma ReddyNagendar Yamsani,2025,https://link.springer.com/article/10.1038/s41598-025-24459-w,Article
GOOSE-Optimized Deep Autoencoder for Intrusion Detection in IoMT Networks: A Scalable and Efficient Approach for Healthcare Security,Arabian Journal for Science and Engineering,,,,10.1007/s13369-025-10478-2,Pooja Puspita PriyadarshaniJanmenjoy NayakPandit Byomakesha Dash,2025,https://link.springer.com/article/10.1007/s13369-025-10478-2,Article
Phishing detection in IoT: an integrated CNN-LSTM framework with explainable AI and LLM-enhanced analysis,Discover Internet of Things,,,,10.1007/s43926-025-00202-9,Sara Mohammed AlasmariHouneida SaklyNaoufel KraiemAli Algarni,2025,https://link.springer.com/article/10.1007/s43926-025-00202-9,Article
MultiNet-IDS: an ensemble of DRL and LSTM for improved intrusion detection in wireless sensor networks,Scientific Reports,,,,10.1038/s41598-025-18829-7,Saqib HussainJingsha HeAla Saleh AlluhaidanNafei ZhuFahad Razaque MughalSadique AhmadZulfiqar Ali Zardari,2025,https://link.springer.com/article/10.1038/s41598-025-18829-7,Article
Towards advanced AI-based solutions for securing IoMT in smart health information systems,Scientific Reports,,,,10.1038/s41598-025-31850-0,Xin Liu,2026,https://link.springer.com/article/10.1038/s41598-025-31850-0,Article
Efficient cyber threat detection using a hybrid super pixel guided weighted graph convolutional network and quantum-enhanced long short-term memory in IoMT application,International Journal of Information Technology,,,,10.1007/s41870-025-02898-y,G RekhaT Sudha,2025,https://link.springer.com/article/10.1007/s41870-025-02898-y,Article
A federated deep learning approach for SDN security with quantum optimized feature selection and hybrid MSDC net architecture,Scientific Reports,,,,10.1038/s41598-026-37289-1,S. RohithG. LogeswariK. TamilarasiG. Sudhakaran,2026,https://link.springer.com/article/10.1038/s41598-026-37289-1,Article
A New Model to Evaluate Signature and Anomaly Based Intrusion Detection in Medical IoT System Using Ensemble Approach,SN Computer Science,,,,10.1007/s42979-025-03875-9,A. Sheik AbdullahHridhik John SunilMohamed Saleem Haja Nazmudeen,2025,https://link.springer.com/article/10.1007/s42979-025-03875-9,Article
Resource-aware ML framework for multi-level cross-layer and cross-protocol attack detection in IoMT,The Journal of Supercomputing,,,,10.1007/s11227-026-08431-7,Doaa ShwayatQasem Abu Al-HaijaAbdallah Alma’aitah,2026,https://link.springer.com/article/10.1007/s11227-026-08431-7,Article
MACAE: memory module-assisted convolutional autoencoder for intrusion detection in IoT networks,The Journal of Supercomputing,,,,10.1007/s11227-024-06704-7,Jiaqi GaoMingrui FanYaru HeDaoqi HanYueming LuYaojun Qiao,2024,https://link.springer.com/article/10.1007/s11227-024-06704-7,Article
Intelligent IoT intrusion detection using DRF-GWO feature extraction and CNN-BiLSTM-XGBoost hybrid classification,Cluster Computing,,,,10.1007/s10586-026-06194-7,Ankit SinghG. LogeswariK. TamilarasiS. Bose,2026,https://link.springer.com/article/10.1007/s10586-026-06194-7,Article
Explainable deep learning approach for advanced persistent threats (APTs) detection in cybersecurity: a review,Artificial Intelligence Review,,,,10.1007/s10462-024-10890-4,Noor Hazlina Abdul MutalibAznul Qalid Md SabriAinuddin Wahid Abdul WahabErma Rahayu Mohd Faizal AbdullahNouar AlDahoul,2024,https://link.springer.com/article/10.1007/s10462-024-10890-4,Article
Deep learning-based network intrusion detection in smart healthcare enterprise systems,Multimedia Tools and Applications,,,,10.1007/s11042-023-17300-x,Vinayakumar Ravi,2023,https://link.springer.com/article/10.1007/s11042-023-17300-x,Article
Blockchain-Based intrusion detection system for IoMT utilizing an enhanced artificial bee colony (E-ABC) and deep belief network (DBN),Peer-to-Peer Networking and Applications,,,,10.1007/s12083-025-02108-3,Augusta Kani GAnurekha GBharathi NAAncy Micheal A,2025,https://link.springer.com/article/10.1007/s12083-025-02108-3,Article
Integration of metaheuristic and machine learning in Cloud-Fog-Edge IoMT applications: a survey,Cluster Computing,,,,10.1007/s10586-025-05442-6,Zahia LalamaLakhdar GoudjilSarra CherbalLemia Louail,2025,https://link.springer.com/article/10.1007/s10586-025-05442-6,Article
An optimized intrusion detection system for resource-constrained IoMT environments: enhancing security through efficient feature selection and classification,The Journal of Supercomputing,,,,10.1007/s11227-025-07253-3,Arash SalehpourMohammad Ali BalafarAlireza Souri,2025,https://link.springer.com/article/10.1007/s11227-025-07253-3,Article
An effective classification using enhanced elephant herding optimization with convolution neural network for intrusion detection in IoMT architecture,Cluster Computing,,,,10.1007/s10586-024-04512-5,D. Praveena AnjelinS. Ganesh Kumar,2024,https://link.springer.com/article/10.1007/s10586-024-04512-5,Article
